"title","year","length","rating","genre"
"Hard Labour","2002","10","6.3","Drama"
"Hard Little Man","2002","5","4.8","Drama"
"Hard Luck","1921","22","7.7","Comedy"
"Hard Luck Hero","2003","79","5.8","Action"
"Hard Promises","1991","95","5.2","Comedy"
"Hard Rain","1998","97","5.5","Action"
"Hard Ride, The","1971","86","4.7","Action"
"Hard Road, The","1970","85","5.7","Drama"
"Hard Rock Zombies","1984","90","2.8","Comedy"
"Hard Target","1993","73","5.4","Action"
"Hard Time Romance","1991","90","5","Comedy"
"Hard Times","1975","93","6.8","Action"
"Hard Vice","1994","86","2.7","Drama"
"Hard Way, The","1943","109","7.2","Drama"
"Hard Way, The","1991","111","6","Action"
"Hard Word, The","2002","102","6.1","Comedy"
"Hard asfalt","1986","109","5","Drama"
"Hard to Die","1990","77","3.4","Action"
"Hard to Get","1938","82","6.6","Comedy"
"Hard to Handle","1933","78","6.9","Comedy"
"Hard to Kill","1990","100","4.8","Action"
"Hard, Fast and Beautiful","1951","78","5.3","Drama"
"Hardball","1997","92","4.8","Action"
"Hardbodies","1984","88","3.5","Comedy"
"Hardbodies 2","1986","88","2.1","Comedy"
"Hardcore","1977","80","4.2","Comedy"
"Hardcore","1979","109","6.3","Drama"
"Hardcore","2004","96","6.2","Drama"
"Harder They Come, The","1972","120","6.8","Action"
"Harder They Fall, The","1956","109","7.4","Drama"
"Hardface","2000","1","6.9","Animation"
"Hardly Boys in Hardly Gold, The","1995","28","5.5","Short"
"Hardly Working","1980","91","4.4","Comedy"
"Hardship of Miles Standish, The","1940","9","5.5","Animation"
"Hardware","1990","93","5.2","Action"
"Hardware Wars","1977","13","7.2","Action"
"Hardwood","2004","29","6.6","Documentary"
"Hardwood Process","1996","14","9.2","Short"
"Hardys Ride High, The","1939","81","6.3","Comedy"
"Hare Brush","1955","7","7.5","Animation"
"Hare Conditioned","1945","7","7","Animation"
"Hare Do","1949","7","7.6","Animation"
"Hare Force","1944","7","6.9","Animation"
"Hare Grows In Manhattan, A","1947","8","7.3","Animation"
"Hare Lift","1952","7","7.2","Animation"
"Hare Rama Hare Krishna","1971","149","7.1","Drama"
"Hare Remover","1946","7","6.6","Animation"
"Hare Ribbin'","1944","8","6.8","Animation"
"Hare Splitter","1948","7","7","Animation"
"Hare Tonic","1945","8","7.5","Animation"
"Hare Trigger","1945","8","7.4","Animation"
"Hare Trimmed","1953","7","7.1","Animation"
"Hare We Go","1951","7","7.2","Animation"
"Hare-Abian Nights","1959","7","6.6","Animation"
"Hare-Brained Hypnotist, The","1942","7","6.9","Animation"
"Hare-Breadth Hurry","1963","7","7.1","Animation"
"Hare-Less Wolf","1958","7","6.8","Animation"
"Hare-Way to the Stars","1958","7","7.7","Animation"
"Hare-um Scare-um","1939","8","7.3","Animation"
"Haredevil Hare","1948","7","7.8","Animation"
"Harem","1985","97","4.2","Drama"
"Harem Girl","1952","70","4.3","Comedy"
"Harem Suare'","1999","112","5.5","Drama"
"Harem de Mme Osmane, Le","2000","100","5.3","Drama"
"Harem, L'","1967","100","5.7","Comedy"
"Hari Om","2004","108","6.9","Comedy"
"Hari-Bhari: Fertility","2000","134","8.4","Drama"
"Harimu Ogen","1985","89","3","Comedy"
"Harlan County, U.S.A.","1976","103","8.3","Documentary"
"Harlem Aria","1999","100","4.6","Drama"
"Harlem Globetrotters, The","1951","78","5.7","Drama"
"Harlem Nights","1989","116","5","Comedy"
"Harlequin","1980","95","5.9","Drama"
"Harlequin's Loving Evangeline","1998","95","4.4","Drama"
"Harley Davidson and the Marlboro Man","1991","98","4.8","Action"
"Harley-Davidson: The American Motorcycle","1993","73","7.4","Documentary"
"Harlot","1965","70","4.7","Comedy"
"Harmagedon: Genma taisen","1983","131","6.2","Animation"
"Harmonic Distortion","2002","18","6.9","Drama"
"Harmony Cats","1993","104","4.7","Comedy"
"Harold & Kumar Go to White Castle","2004","90","7.1","Comedy"
"Harold Teen","1934","66","6","Comedy"
"Harold and Maude","1971","91","7.9","Comedy"
"Haroumeni Imera","1976","100","5.2","Drama"
"Harper","1966","121","7","Drama"
"Harper Valley P.T.A.","1978","93","4.9","Comedy"
"Harpya","1979","9","7.4","Animation"
"Harrad Experiment, The","1973","97","4.4","Drama"
"Harrad Summer","1974","103","4.3","Drama"
"Harriet Craig","1950","94","6.9","Drama"
"Harriet the Spy","1996","100","5.8","Comedy"
"Harrison Macauley Is Going to Kill Me","2003","68","6","Comedy"
"Harrison's Flowers","2000","121","7.2","Drama"
"Harrowing, The","1993","3","6.9","Short"
"Harry Black and the Tiger","1958","107","6.1","Action"
"Harry Callahan/Clint Eastwood: Something Special in Films","1976","6","6.1","Documentary"
"Harry Munter","1969","101","5.3","Drama"
"Harry O: Such Dust As Dreams Are Made On","1973","90","5.3","Drama"
"Harry Tracy, Desperado","1982","107","6.5","Drama"
"Harry and Max","2004","74","3.4","Comedy"
"Harry and Son","1984","120","5.5","Drama"
"Harry and Tonto","1974","115","7.2","Comedy"
"Harry and Walter Go to New York","1976","120","4.7","Comedy"
"Harry and the Hendersons","1987","110","5.4","Comedy"
"Harry og kammertjeneren","1961","105","8","Comedy"
"Harry's War","1981","98","5.3","Comedy"
"Harry, un ami qui vous veut du bien","2000","117","7.2","Comedy"
"Hart's War","2002","125","6.2","Drama"
"Harte Jungs","2000","83","4.9","Comedy"
"Hartes Brot","2000","7","6.4","Short"
"Hartopektra, I","1964","94","8.3","Comedy"
"Haru","2001","112","6.6","Drama"
"Haruka naru yama no yobigoe","1980","95","6.4","Drama"
"Harukana jidai no kaidan o","1995","101","7","Drama"
"Harum Scarum","1965","95","4.1","Comedy"
"Harvard Man","2001","99","4.9","Drama"
"Harvest","1998","96","4.5","Drama"
"Harvey","1950","104","8.1","Comedy"
"Harvey","2001","11","6.6","Short"
"Harvie Krumpet","2003","23","8.2","Animation"
"Haryu insaeng","2004","99","5.6","Action"
"Has Anybody Seen My Gal?","1952","88","6.9","Comedy"
"Hasamba","1971","90","5.4","Drama"
"Hasard et la violence, Le","1974","83","6.9","Drama"
"Haschisch","2002","80","7.8","Documentary"
"Hase und Igel","2000","6","5.5","Documentary"
"Hasenjagd - Vor lauter Feigheit gibt es kein Erbarmen","1994","102","6.1","Drama"
"Hasta cierto punto","1983","68","6.2","Drama"
"Hasta el viento tiene miedo","1968","90","8.8","Drama"
"Hasta los huesos","2001","12","7.1","Animation"
"Hasta morir","1994","90","5.7","Drama"
"Hasty Hare, The","1952","7","7.8","Animation"
"Hasty Heart, The","1949","102","7.2","Drama"
"Hasty Marriage, The","1931","21","7.8","Comedy"
"Hat, Coat, and Glove","1934","65","5.3","Drama"
"Hatachi no binetsu","1993","114","5.8","Drama"
"Hatari!","1962","157","7.1","Comedy"
"Hatch Up Your Troubles","1949","8","7","Animation"
"Hatchet Man, The","1932","74","6","Drama"
"Hate* (*a comedy)","1999","22","6.1","Comedy"
"Hated","1994","90","7","Documentary"
"Hatful of Rain, A","","104","6.9","Drama"
"Hathi","1998","97","7","Drama"
"Hathyar","1989","186","8","Action"
"Hating Alison Ashley","2005","100","6","Comedy"
"Hatley High","2003","90","6.4","Comedy"
"Hatred of a Minute","2002","83","5.2","Romance"
"Hats Off","1927","20","7.4","Comedy"
"Hatschipuh","1987","95","5.5","Animation"
"Hatsukoi","2000","113","7.7","Romance"
"Hatsukoi: Jigoku-hen","1968","108","7.1","Drama"
"Hatter's Castle","1942","102","7.2","Drama"
"Hatuna Meuheret","2001","98","7.2","Comedy"
"Hatzilu Et HaMatzil","1977","90","6.1","Comedy"
"Hatzotzra Ba-Vadi","2002","97","7.2","Drama"
"Haul in One, A","1956","6","5.3","Animation"
"Haunted","1995","108","6.1","Drama"
"Haunted","2002","18","8.2","Short"
"Haunted Castle","2001","38","5","Animation"
"Haunted Harbor","1944","243","8","Action"
"Haunted Honeymoon","1986","82","4.4","Comedy"
"Haunted House","1929","7","7","Animation"
"Haunted House, The","1921","19","7.2","Comedy"
"Haunted Mansion, The","2003","87","5","Comedy"
"Haunted Mouse","1965","7","4.9","Animation"
"Haunted Spooks","1920","21","6.6","Comedy"
"Haunted Summer","1988","106","5","Drama"
"Haunted World of Edward D. Wood Jr., The","1996","89","5.2","Documentary"
"Haunting Fear","1991","88","3.7","Drama"
"Hauru no ugoku shiro","2004","119","8","Animation"
"Haus im Ginster, Das","1992","93","7.8","Drama"
"Haus in Montevideo, Das","1963","123","5.9","Comedy"
"Hausfrauen-Report 4","1973","84","2.8","Comedy"
"Hausnummer 15","2004","8","8.7","Short"
"Haustyrann, Der","1959","90","5.6","Comedy"
"Haut bas fragile","1995","169","7.9","Comedy"
"Haut les coeurs!","1999","110","6.8","Drama"
"Haute tension","2003","85","6.8","Drama"
"Hav Plenty","1997","84","5.3","Comedy"
"Havana","1990","140","5.6","Drama"
"Havana Widows","1933","62","6.2","Comedy"
"Havanna mi amor","2000","82","5.9","Documentary"
"Have Rocket, Will Travel","1959","76","5.6","Comedy"
"Have You Ever Wondered?","1947","10","6","Comedy"
"Have You Got Any Castles?","1938","7","6.3","Animation"
"Have You Seen This Man?","2003","18","7.6","Documentary"
"Have a Heart","1934","80","6.1","Drama"
"Haven","2004","115","4.5","Drama"
"Having Wonderful Crime","1945","70","6.5","Comedy"
"Having Wonderful Time","1938","70","6","Comedy"
"Havoc","2000","17","5.9","Action"
"Hawai Middouei daikaikusen: Taiheiyo no arashi","1960","98","5.1","Drama"
"Hawaii","1966","189","6.1","Drama"
"Hawaii, Oslo","2004","125","7.2","Drama"
"Hawaiian Aye Aye","1964","6","6.2","Animation"
"Hawaiian Holiday","1937","8","7.2","Animation"
"Hawaiians, The","1970","134","5.9","Drama"
"Hawk the Slayer","1980","90","4.7","Action"
"Hawks","1988","107","6.9","Comedy"
"Hawmps!","1976","113","4.4","Comedy"
"Hawthorne of the U.S.A.","1919","57","7.2","Comedy"
"Hay que matar a B.","1975","90","4.9","Drama"
"Hay que romper la rutina","","90","6.3","Comedy"
"Haya O Lo Haya","2003","102","6.7","Drama"
"Hayal Halayla","1984","86","5.1","Drama"
"Hayride to Hell","1995","10","9.1","Drama"
"Hayseed","1997","93","5.5","Comedy"
"Hayseed, The","1919","27","6.7","Comedy"
"Haz conmigo lo que quieras","2003","98","6.2","Drama"
"Hazaar Chaurasi Ki Maa","1998","186","6.9","Drama"
"Hazaaron Khwaishen Aisi","2003","120","8","Drama"
"Hazal","1979","90","7.4","Drama"
"Hazard","1948","95","6.1","Comedy"
"Hazards of Helen, The","1914","12","6.1","Action"
"Hazing, The","1977","90","4.3","Comedy"
"He Bop","2000","25","3.4","Comedy"
"He Cooked His Goose","1952","16","6.2","Comedy"
"He Couldn't Say No","1938","57","6","Comedy"
"He Died with a Felafel In His Hand","2001","107","6.5","Comedy"
"He Done His Best","1926","20","7.3","Comedy"
"He Got Game","1998","137","6.6","Drama"
"He Is My Brother","1976","90","2.7","Drama"
"He Laughed Last","1956","77","5","Comedy"
"He Makes Me Feel Like Dancin'","1983","51","7.2","Documentary"
"He Married His Wife","1940","83","5.1","Comedy"
"He Ran All the Way","1951","77","7.3","Drama"
"He Said, She Said","1991","115","5.5","Comedy"
"He Snoops to Conquer","1944","103","3.4","Comedy"
"He Walked by Night","1948","79","7.5","Drama"
"He Was Her Man","1934","70","6","Drama"
"He Was Once","1989","15","6.1","Short"
"He Who Gets Slapped","1924","80","8.2","Drama"
"He Who Rides a Tiger","1965","103","5.2","Drama"
"He liu","1997","116","7.3","Drama"
"He ni zai yi qi","2002","117","7.3","Drama"
"He's In Again","1918","24","6.7","Comedy"
"He's My Girl","1987","104","3.4","Comedy"
"He's a Cockeyed Wonder","1950","76","4.9","Comedy"
"Head","1968","110","6.1","Comedy"
"Head Above Water","1996","92","6","Comedy"
"Head Office","1985","90","5","Comedy"
"Head On","1980","86","4.3","Drama"
"Head On","1998","104","7.1","Drama"
"Head Over Heels","1979","92","6.4","Comedy"
"Head Over Heels","2001","86","4.9","Comedy"
"Head in the Clouds","2004","132","5.7","Drama"
"Head of State","2003","95","5.1","Comedy"
"Head of the Family","1996","79","4.1","Comedy"
"Headin' for Broadway","1980","89","4.9","Drama"
"Heading Home","1920","56","7.1","Comedy"
"Headless Body in Topless Bar","1995","110","4.1","Comedy"
"Headless Ghost, The","1959","62","3.4","Comedy"
"Headless Horseman, The","1922","51","6.3","Comedy"
"Headlights","1999","1","6.8","Animation"
"Headline Shooter","1933","61","5.7","Romance"
"Headrush","2004","85","6.2","Action"
"Heads or Tails","2005","100","7.8","Drama"
"Healer, The","1935","76","6.2","Drama"
"HealtH","1982","105","4.7","Comedy"
"Healthy, Wealthy and Dumb","1938","16","7.7","Comedy"
"Hear My Song","1991","104","7","Comedy"
"Hearse, The","1980","95","4.1","Romance"
"Hearst Castle: Building the Dream","1996","40","6.1","Documentary"
"Heart","1987","90","4.8","Comedy"
"Heart","1999","81","6.5","Drama"
"Heart Beat","1980","110","5.6","Drama"
"Heart Condition","1990","100","4.9","Comedy"
"Heart Is Deceitful Above All Things, The","2004","97","6.1","Drama"
"Heart Is a Lonely Hunter, The","1968","123","7.6","Drama"
"Heart Land","1987","37","7.5","Documentary"
"Heart Like a Wheel","1983","113","6.6","Drama"
"Heart Within, The","1957","61","6.4","Drama"
"Heart and Soul","1988","40","5.9","Documentary"
"Heart and Souls","1993","93","6.5","Comedy"
"Heart of America","2003","87","6.1","Drama"
"Heart of Dixie","1989","95","4.9","Drama"
"Heart of Me, The","2002","96","6.2","Drama"
"Heart of New York, The","1932","73","4.8","Comedy"
"Heart of a Child","1958","73","4.3","Drama"
"Heart of the Matter, The","1953","100","7.3","Drama"
"Heart of the North","1938","83","5.1","Action"
"Heart of the Sea: Kapolioka'ehukai, The","2002","57","7.7","Documentary"
"Heart of the Stag","1984","91","6.3","Drama"
"Heart of the Storm","2004","92","6.9","Drama"
"Heart of the Sun","1998","94","4.9","Drama"
"Heart of the World, The","2000","6","8.5","Short"
"Heart to Heart","1949","21","4.9","Documentary"
"Heart to Heart.com","1999","90","4","Comedy"
"Heartaches","1947","71","7.5","Drama"
"Heartaches","1981","92","5.4","Comedy"
"Heartbeat","1946","102","6.1","Drama"
"Heartbeeps","1981","79","4.2","Comedy"
"Heartbreak Hospital","2002","91","5","Comedy"
"Heartbreak Hotel","1988","97","5.3","Comedy"
"Heartbreak Kid, The","1972","106","6.5","Comedy"
"Heartbreak Ridge","1986","130","6.2","Action"
"Heartbreaker","1983","90","4.1","Drama"
"Heartbreakers","1984","98","6.1","Drama"
"Heartbreakers","2001","110","6.2","Comedy"
"Heartbreakers, Die","1983","114","7.1","Drama"
"Heartburn","1986","108","5.6","Comedy"
"Heartland","1980","96","7","Drama"
"Heartland Reggae","1980","90","7","Documentary"
"Heartlands","2002","90","6.2","Comedy"
"Hearts Divided","1936","","5.8","Drama"
"Hearts and Flowers","1919","23","5.8","Comedy"
"Hearts and Minds","1974","112","8.5","Documentary"
"Hearts in Atlantis","2001","101","6.7","Drama"
"Hearts in Bondage","1936","72","5.5","Drama"
"Hearts of Age, The","1934","8","5.2","Short"
"Hearts of Darkness: A Filmmaker's Apocalypse","1991","96","8.2","Documentary"
"Hearts of Fire","1987","95","3.3","Drama"
"Hearts of the West","1975","102","6.3","Comedy"
"Hearts of the World","1918","117","7.2","Drama"
"Heartsong","1995","20","6.6","Documentary"
"Heartstrings","2002","14","7","Comedy"
"Heartworn Highways","1981","92","6.5","Documentary"
"Heat","1972","102","6","Comedy"
"Heat","1986","101","5","Action"
"Heat","1995","188","7.9","Action"
"Heat After Dark","1996","50","6","Action"
"Heat Lightning","1934","63","6.5","Drama"
"Heat Wave","1935","72","5.3","Comedy"
"Heat and Dust","1983","133","6.2","Drama"
"Heat and Sunlight","1987","98","5.1","Drama"
"Heat's On, The","1943","80","4.4","Comedy"
"Heater","1999","85","6","Drama"
"Heathcliff: The Movie","1986","73","2.8","Animation"
"Heathers","1989","102","7.4","Comedy"
"Heatscore","2002","28","6","Comedy"
"Heatseeker","1995","91","3.9","Action"
"Heatwave","1982","91","5.5","Drama"
"Heaven","1987","80","6.3","Documentary"
"Heaven","2002","96","7.3","Drama"
"Heaven & Earth","1993","140","6.4","Action"
"Heaven Before I Die","1997","95","2.8","Comedy"
"Heaven Can Wait","1943","112","7.5","Comedy"
"Heaven Can Wait","1978","101","6.8","Comedy"
"Heaven Help Us","1985","104","6.5","Comedy"
"Heaven Knows, Mr. Allison","1957","108","7.4","Drama"
"Heaven Scent","1956","7","7.4","Animation"
"Heaven Sucks!","1999","37","5.9","Short"
"Heaven Tonight","1990","95","2.7","Drama"
"Heaven and Earth Magic","1962","66","7.3","Animation"
"Heaven with a Barbed Wire Fence","1939","61","6.1","Drama"
"Heaven's Gate","1980","219","6.2","Drama"
"Heaven's Tears","1994","93","4.3","Drama"
"Heavenly Bodies","1984","90","3.9","Drama"
"Heavenly Bodies!","1963","62","1","Comedy"
"Heavenly Body, The","1943","95","6","Comedy"
"Heavenly Creatures","1994","108","7.7","Drama"
"Heavenly Days","1944","71","6.7","Comedy"
"Heavenly Daze","1948","16","7.7","Comedy"
"Heavenly Kid, The","1985","90","4.9","Comedy"
"Heavenly Music","1943","22","6.9","Short"
"Heavenly Pursuits","1985","92","6.8","Drama"
"Heavenly Puss","1949","8","8.4","Animation"
"Heavens Above!","1963","105","6.6","Comedy"
"Heavy","1995","105","7.1","Drama"
"Heavy Metal","1981","90","6.2","Action"
"Heavy Metal 2000","2000","88","5.1","Action"
"Heavy Metal Comedy","2002","95","7","Comedy"
"Heavy Metal Parking Lot","1986","15","8","Short"
"Heavy Petting","1989","78","5.3","Documentary"
"Heavy Traffic","1973","79","6","Animation"
"Heavy Weights","1995","100","5.3","Comedy"
"Heb medelij, Jet!","1975","100","5.3","Comedy"
"Hebi ichigo","2003","108","7.2","Comedy"
"Hebrew Hammer, The","2003","87","6.3","Comedy"
"Heckling Hare, The","1941","7","7.7","Animation"
"Hector","1987","90","6.6","Comedy"
"Hector's Bunyip","1986","58","6.7","Comedy"
"Hedd Wyn","1992","123","6.9","Drama"
"Hedda","1975","102","6.6","Drama"
"Hedda Gabler","2004","88","8.2","Drama"
"Hedda Hopper's Hollywood No. 6","1942","9","7.3","Documentary"
"Hedwig and the Angry Inch","2001","93","7.7","Comedy"
"Heftig og begeistret","2001","89","7.1","Documentary"
"Hei jun ma","1995","103","7.3","Drama"
"Hei kek ji wong","1999","89","7.5","Comedy"
"Hei ma wang zi","1999","95","5.3","Drama"
"Hei mao","1991","91","5.6","Action"
"Hei shan lu","1994","97","7.2","Drama"
"Hei tai yang 731 xu ji zhi sha ren gong chang","1992","91","4.1","Action"
"Hei tai yang Nan Jing da tu sha","1995","91","6.3","Drama"
"Hei, rillumarei!","1954","83","6.2","Comedy"
"Heian zhi guang","1999","104","6.3","Drama"
"Heidelberger Romanze","1951","97","4.5","Romance"
"Heideschulmeister Uwe Karsten","1954","96","4.2","Comedy"
"Heidi","1937","88","7.2","Drama"
"Heidi","1952","97","6","Drama"
"Heidi","1965","95","5.7","Drama"
"Heidi M.","2001","95","6.9","Drama"
"Heidi und Peter","1955","95","5.8","Drama"
"Heidi's Song","1982","94","3.7","Animation"
"Height of the Sky","1999","116","5.6","Drama"
"Heights","2005","93","4","Drama"
"Heilige Berg, Der","1926","106","4.9","Drama"
"Heimat","1938","98","5.7","Drama"
"Heimspiel","2000","101","7.9","Documentary"
"Heimweh nach St. Pauli","1963","102","5.4","Drama"
"Heinz im Mond","1934","82","4.9","Comedy"
"Heir Bear","1953","6","6.9","Animation"
"Heir to an Execution","2004","99","7.2","Documentary"
"Heir-Conditioned","1955","7","6.4","Animation"
"Heiress, The","1949","115","7.9","Drama"
"Heisei tanuki gassen pompoko","1994","119","7.8","Animation"
"Heist, The","1999","81","4.4","Action"
"Heitai yakuza","1965","103","6.5","Comedy"
"Hej-Rup!","1934","99","7.5","Comedy"
"Heja Sverige!","1979","82","3","Comedy"
"Held Up","1999","89","4.6","Comedy"
"Helden","1958","96","6","Comedy"
"Helden in Tirol","1998","108","5.6","Comedy"
"Helden und andere Feiglinge","1998","96","2.8","Action"
"Helden wie wir","1999","93","6.8","Comedy"
"Helen Morgan Story, The","1957","118","5.6","Drama"
"Helen of Troy","1956","118","5.9","Action"
"Helen's Babies","1924","85","8.9","Comedy"
"Helena","1924","204","9","Drama"
"Helga - Vom Werden des menschlichen Lebens","1967","77","4.5","Documentary"
"Helgoland","2000","12","4.6","Documentary"
"Helicopter","2000","21","6.8","Animation"
"Helimadoe","1994","90","5.8","Comedy"
"Helix... Loaded, The","2005","97","2.3","Action"
"Hell Below","1933","101","6.5","Drama"
"Hell Below Zero","1954","90","5.3","Action"
"Hell Bent","1994","83","4.1",""
"Hell Boats","1970","95","4.5","Drama"
"Hell Bound","1957","69","6.7","Drama"
"Hell Comes to Frogtown","1987","86","4.4","Action"
"Hell Divers","1931","109","6.1","Drama"
"Hell Drivers","1957","91","6.6","Drama"
"Hell Harbor","1930","83","6.2","Drama"
"Hell Hole","1978","82","2.4","Action"
"Hell House","2001","85","7.1","Documentary"
"Hell Is a City","1960","88","6.3","Drama"
"Hell Is for Heroes","1962","90","7.2","Drama"
"Hell Mountain","1998","94","3.7","Action"
"Hell On Wheels","1967","97","5.4","Action"
"Hell Squad","1958","64","4.5","Drama"
"Hell Squad","1985","87","2.7","Action"
"Hell and High Water","1954","99","6.3","Drama"
"Hell for Leather","1998","28","6.9","Comedy"
"Hell in the Heavens","1934","79","5.9","Drama"
"Hell in the Pacific","1968","103","7.3","Drama"
"Hell on Frisco Bay","1955","98","6.1","Drama"
"Hell to Eternity","1960","131","6.8","Drama"
"Hell with Heroes, The","1968","95","5.9","Drama"
"Hell's Angels","1930","127","7.6","Drama"
"Hell's Angels '69","1969","97","4.1","Action"
"Hell's Angels Forever","1983","93","4.6","Documentary"
"Hell's Belles","1970","95","5","Action"
"Hell's Bloody Devils","1970","92","2.8","Action"
"Hell's Chosen Few","1968","92","2.4","Action"
"Hell's Half Acre","1954","88","6.5","Action"
"Hell's Heroes","1930","68","7.3","Drama"
"Hell's Highway","1932","62","6.7","Drama"
"Hell's House","1932","72","5.6","Drama"
"Hell's Island","1955","84","5.6","Drama"
"Hell's Kitchen","1939","81","4.5","Drama"
"Hell's Kitchen","1998","95","4.5","Drama"
"Hell's Outpost","1954","89","6.9","Action"
"Hell's Paradox","1996","13","4.3","Action"
"Hell-Bent for Election","1944","13","9.4","Animation"
"Hellbound","1993","95","3.4","Action"
"Hellboy","2004","132","6.7","Action"
"Hellcats of the Navy","1957","82","4.4","Drama"
"Hellcats, The","1967","90","1.6","Drama"
"Hellegat","1980","98","5.8","Drama"
"Heller Wahn","1983","100","6.7","Drama"
"Heller als der Mond","2000","88","6","Comedy"
"Heller in Pink Tights","1960","100","5.1","Drama"
"Hellfighters","1968","121","6","Action"
"Hellfire","1949","90","6.9","Drama"
"Hellhole","1985","90","4.6","Action"
"Hellions, The","1961","80","5.8","Drama"
"Hello Again","1987","96","4.3","Comedy"
"Hello Aloha","1952","6","6.4","Animation"
"Hello Down There","1969","88","5.4","Comedy"
"Hello Frisco, Hello","1943","99","6.2","Comedy"
"Hello How Am I","1939","6","6.2","Animation"
"Hello Pop!","1933","17","8","Comedy"
"Hello, Dolly!","1969","146","6.3","Comedy"
"Hello, Dolly!","2000","3","5.8","Animation"
"Hello, Hello, Hello","1995","11","8.4","Short"
"Hello, Sister","1933","62","6.8","Drama"
"Hello-Goodbye","1970","101","3.2","Comedy"
"Hellriders","1984","90","2.7","Action"
"Hells Angels on Wheels","1967","94","4.7","Drama"
"Hellstrom Chronicle, The","1971","90","6.8","Drama"
"Hellzapoppin","1941","84","7.9","Comedy"
"Helmikuun manifesti","1939","99","6.9","Drama"
"Help Wanted, Female","1968","75","5.9","Drama"
"Help the Old","1998","10","8.1","Short"
"Help!","1965","90","7.1","Comedy"
"Help! My Snowman's Burning Down","1965","9","7.1","Comedy"
"Help, de dokter verzuipt!","1974","94","5.2","Comedy"
"Helping Grandma","1931","20","7.7","Comedy"
"Helpmates","1932","20","8.2","Comedy"
"Helsinki Napoli All Night Long","1987","105","6.8","Comedy"
"Helten Henning","1998","35","6.1","Short"
"Helter Skelter","1949","84","4.9","Comedy"
"Hem Hayu Asarah","1960","105","6.8","Drama"
"Hemingway's Adventures of a Young Man","1962","139","5.2","Drama"
"Hemingway: A Portrait","1999","10","4.1","Short"
"Hemlige riddaren, Den","1997","12","2.2","Short"
"Hemmelig sommer","1969","42","1","Short"
"Hemmeligheder","1997","45","6.1","Drama"
"Hemmelighedsfulde X, Det","1914","84","8.2","Drama"
"Hemp for Victory","1943","15","5","Documentary"
"Hempas bar","1977","104","5.5","Drama"
"Hempmento","2004","28","9.4","Comedy"
"Hempsters: Plant the Seed","2003","90","6.4","Documentary"
"Hen Hop","1942","4","7.3","Animation"
"Henhouse Henery","1949","7","7.3","Animation"
"Henker - Der Tod hat ein Gesicht","2002","84","8","Documentary"
"Henna","1991","180","7.2","Drama"
"Hennessy","1975","103","5.6","Action"
"Henpecked Duck, The","1941","7","6.7","Animation"
"Henpecked Hoboes","1946","8","6.9",""
"Henri Cartier-Bresson - Biographie eines Blicks","2003","72","8.3","Documentary"
"Henry & June","1990","136","6.3","Drama"
"Henry Aldrich Gets Glamour","1943","72","8.2","Comedy"
"Henry Aldrich Haunts a House","1943","73","8.1","Comedy"
"Henry Aldrich Plays Cupid","1944","65","8.2","Comedy"
"Henry Aldrich Swings It","1943","64","7.8","Comedy"
"Henry Aldrich for President","1941","75","6.9","Comedy"
"Henry Aldrich's Little Secret","1944","75","7.3","Comedy"
"Henry Aldrich, Boy Scout","1944","66","7.8","Comedy"
"Henry Aldrich, Editor","1942","72","7.3","Comedy"
"Henry Fool","1997","137","7.2","Comedy"
"Henry Goes Arizona","1939","66","5.8","Comedy"
"Henry Hill","1999","85","5.2","Comedy"
"Henry V","1989","137","7.9","Action"
"Henry VIII and His Six Wives","1972","125","6.6","Drama"
"Henry X","2003","107","3.7","Comedy"
"Henry and Dizzy","1942","71","6.5","Comedy"
"Henry and Marvin","2001","22","9.4","Comedy"
"Henry the Ache","1934","20","4.3","Comedy"
"Hentai kazoku: Aniki no yomesan","1983","63","5.9","Comedy"
"Hep Cat, The","1942","6","6.4","Animation"
"Heping fandian","1995","89","6.2","Action"
"Her Alibi","1989","94","5.2","Comedy"
"Her Cardboard Lover","1942","93","4.7","Comedy"
"Her Crowning Glory","1911","14","6","Comedy"
"Her First Adventure","1908","6","4.7","Drama"
"Her First Affaire","1933","71","5.5","Drama"
"Her First Biscuits","1909","6","4.9","Comedy"
"Her First Mate","1933","66","6","Comedy"
"Her First Romance","1951","72","5.4","Drama"
"Her Highness and the Bellboy","1945","112","6","Comedy"
"Her Husband's Affairs","1947","84","5","Comedy"
"Her Husband's Secretary","1937","61","5.9","Drama"
"Her Kind of Man","1946","78","5.3","Drama"
"Her Knight","2003","29","8","Romance"
"Her Man","1930","85","7","Drama"
"Her Married Lover","1999","85","4.9","Drama"
"Her Sister from Paris","1925","70","7.4","Comedy"
"Her Summer","2004","80","8.2","Drama"
"Her Twelve Men","1954","91","5.7","Comedy"
"Her Urge","2000","15","5.5","Comedy"
"Her Wedding Night","1930","75","7.4","Comedy"
"Herb Alpert and the Tijuana Brass Double Feature","1966","6","6.9","Animation"
"Herbie Goes Bananas","1980","100","4.4","Comedy"
"Herbie Goes to Monte Carlo","1977","100","4.9","Action"
"Herbie Rides Again","1974","84","5.2","Action"
"Herbie!","2004","18","4.7","Short"
"Herbstmilch","1989","111","7.1","Drama"
"Hercules","1997","92","6.6","Animation"
"Hercules Returns","1993","82","6.8","Comedy"
"Hercules in New York","1970","91","2.5","Action"
"Herd","1999","18","6.3","Short"
